"title"
"""Clay Shirky: How the Internet will (one day) transform government"""
"""Andrew McAfee: Are droids taking our jobs?"""
"""Read Montague: What we're learning from 5,000 brains"""
"""Rachel Botsman: The currency of the new economy is trust"""
"""Ed Gavagan: A story about knots and surgeons"""
"""Bandi Mbubi: Demand a fair trade cell phone"""
"""Andrew Blum: What is the Internet, really?"""
"""Julian Treasure: Why architects need to use their ears"""
"""Sarah-Jayne Blakemore: The mysterious workings of the adolescent brain"""
"""Tristram Stuart: The global food waste scandal"""
"""A Choreographer's Creative Process in Real Time | Wayne McGregor | TED Talks"""
"""Susan Solomon: The promise of research with stem cells"""
"""Leslie T. Chang: The voices of China's workers"""
"""Mental Health for All by Involving All | Vikram Patel | TED Talks"""
"""Scott Fraser: The problem with eyewitness testimony"""
"""Antony Gormley: Sculpted space, within and without"""
"""Shyam Sankar: The rise of human-computer cooperation"""
"""Robert Neuwirth: The power of the informal economy"""
"""Before I die I want to... | Candy Chang"""
"""Rob Legato: The art of creating awe"""
"""Timothy Prestero: Design for people, not awards"""
"""Strange answers to the psychopath test | Jon Ronson"""
"""Caitria and Morgan O'Neill: How to step up in the face of disaster"""
"""Ivan Krastev: Can democracy exist without trust?"""
"""Creativity is a remix | Kirby Ferguson"""
"""Pam Warhurst: How we can eat our landscapes"""
"""Max Little: A test for Parkinson's with a phone call"""
"""Dare to disagree | Margaret Heffernan"""
"""Fighting with non-violence | Scilla Elworthy"""
"""The mad scientist of music | Mark Applebaum"""
"""Becci Manson: (Re)touching lives through photos"""
"""Daphne Koller: What we're learning from online education"""
"""Stephen Ritz: A teacher growing green in the South Bronx"""
"""Michael Anti: Behind the Great Firewall of China"""
"""Michael Hansmeyer: Building unimaginable shapes"""
"""Imaging at a trillion frames per second | Ramesh Raskar"""
"""Tracy Chevalier: Finding the story inside the painting"""
"""Malte Spitz: Your phone company is watching"""
"""James Stavridis: How NATO's Supreme Commander thinks about global security"""
"""Neil Harbisson: I listen to color"""
"""Matt Mills: Image recognition that triggers augmented reality"""
"""Baba Shiv: Sometimes it's good to give up the driver's seat"""
"""Jamie Drummond: Let's crowd-source the world's goals"""
"""Mina Bissell: Experiments that point to a new understanding of cancer"""
"""Jared Ficklin: New ways to see music (with color! and fire!)"""
"""Marc Goodman: A vision of crimes in the future"""
"""Chris Gerdes: The future race car -- 150mph, and no driver"""
"""The game that can give you 10 extra years of life | Jane McGonigal"""
"""Raghava KK: What's your 200-year plan?"""
"""A young guitarist meets his hero | Usman Riaz and Preston Reed"""
"""Cesar Harada: A novel idea for cleaning up oil spills"""
"""Alanna Shaikh: How I'm preparing to get Alzheimer's"""
"""Boaz Almog ""levitates"" a superconductor"""
"""A tale of mental illness | Elyn Saks"""
"""Don Tapscott: Four principles for the open world"""
"""How Arduino is open-sourcing imagination | Massimo Banzi"""
"""Rives: Reinventing the encyclopedia game"""
"""E.O. Wilson: Advice to young scientists"""
"""Wolfgang Kessling: How to air-condition outdoor spaces"""
"""Marco Tempest: The electric rise and fall of Nikola Tesla"""
"""Ivan Oransky: Are we over-medicalized?"""
"""Peter Norvig: The 100,000-student classroom"""
"""Lessons from death row inmates | David R. Dow"""
"""LZ Granderson: The myth of the gay agenda"""
"""Sarah Parcak: Archeology from space"""
"""Beeban Kidron: The shared wonder of film"""
"""Rebecca Onie: What if our healthcare system kept us healthy?"""
"""John Hockenberry: We are all designers"""
"""John Hodgman: Design, explained."""
"""Damian Palin: Mining minerals from seawater"""
"""Why is 'x' the unknown? | Terry Moore"""
"""What we didn't know about male anatomy | Diane Kelly"""
"""Juan Enriquez: Will our kids be a different species?"""
"""Quixotic Fusion: Dancing with light"""
"""Sebastian Deterding: What your designs say about you"""
"""Dalia Mogahed: The attitudes that sparked Arab Spring"""
"""William Noel: Revealing the lost codex of Archimedes"""
"""Reggie Watts disorients you in the most entertaining way"""
"""Shereen El-Feki: How to fight an epidemic of bad laws"""
"""Philippe Petit: The journey across the high wire"""
"""Religions and babies | Hans Rosling"""
"""Nathan Wolfe: What's left to explore?"""
"""JR: One year of turning the world inside out"""
"""Carl Schoonover: How to look inside the brain"""
"""How to build your creative confidence | David Kelley"""
"""Jean-Baptiste Michel: The mathematics of history"""
"""The optimism bias | Tali Sharot"""
"""Renny Gleeson: 404, the story of a page not found"""
"""Feats of memory anyone can do | Joshua Foer"""
"""Karen Bass: Unseen footage, untamed nature"""
"""JP Rangaswami: Information is food"""
"""Michael Tilson Thomas: Music and emotion through time"""
"""Rory Sutherland: Perspective is everything"""
"""Gary Kovacs: Tracking the trackers"""
"""Reuben Margolin: Sculpting waves in wood and time"""
"""Amory Lovins: A 40-year plan for energy"""
"""Liz Diller: A giant bubble for debate"""
"""Nancy Lublin: Texting that saves lives"""
"""Eduardo Paes: The 4 commandments of cities"""
"""The surprising science of happiness | Dan Gilbert"""
"""Dan Ariely: Our buggy moral code"""
"""How to buy happiness | Michael Norton"""
"""Why is our universe fine-tuned for life? | Brian Greene"""
"""Christina Warinner: Tracking ancient diseases using ... plaque"""
"""Laura Carstensen: Older people are happier"""
"""Taryn Simon: The stories behind the bloodlines"""
"""Drew Curtis: How I beat a patent troll"""
"""Atul Gawande: How do we heal medicine?"""
"""Abigail Washburn: Building US-China relations ... by banjo"""
"""Tal Golesworthy: How I repaired my own heart"""
"""Let's put birth control back on the agenda | Melinda Gates"""
"""Moral behavior in animals | Frans de Waal"""
"""Half a million secrets | Frank Warren"""
"""Lucy McRae: How can technology transform the human body?"""
"""Jack Choi: On the virtual dissection table"""
"""The hilarious art of book design | Chip Kidd"""
"""Connected, but alone? | Sherry Turkle"""
"""A Taste of TED2012"""
"""Marco Tempest: A magical tale (with augmented reality)"""
"""Ayah Bdeir: Building blocks that blink, beep and teach"""
"""Leymah Gbowee: Unlock the intelligence, passion, greatness of girls"""
"""Regina Dugan: From mach-20 glider to hummingbird drone"""
"""Donald Sadoway: The missing link to renewable energy"""
"""Billy Collins: Everyday moments, caught in time"""
"""Yup, I built a nuclear fusion reactor | Taylor Wilson"""
"""Andrew Stanton: The clues to a great story"""
"""Noel Bairey Merz: The single biggest health threat women face"""
"""T. Boone Pickens: Let's transform energy -- with natural gas"""
"""Listening to shame | Brené Brown"""
"""The $8 billion iPod | Rob Reid"""
"""Jonathan Haidt: Religion, evolution, and the ecstasy of self-transcendence"""
"""A TED speaker's worst nightmare | Colin Robertson"""
"""Jennifer Pahlka: Coding a better government"""
"""James Hansen: Why I must speak out about climate change"""
"""We need to talk about an injustice | Bryan Stevenson"""
"""The power of introverts | Susan Cain"""
"""Robots that fly ... and cooperate | Vijay Kumar"""
"""Paul Gilding: The Earth is full"""
"""Abundance is our future | Peter Diamandis"""
"""Paul Snelgrove: A census of the ocean"""
"""Why videos go viral | Kevin Allocca"""
"""Tan Le: My immigration story"""
"""Shlomo Benartzi: Saving for tomorrow, tomorrow"""
"""Shilo Shiv Suleman: Using tech to enable dreaming"""
"""Chris Bliss: Comedy is translation"""
"""Neil MacGregor: 2600 years of history in one object"""
"""Paul Conneally: Digital humanitarianism"""
"""How do you save a shark you know nothing about? | Simon Berrow"""
"""Lucien Engelen: Crowdsource your health"""
"""What you don't know about marriage | Jenna McCarthy"""
"""Tyrone Hayes + Penelope Jagessar Chaffer: The toxic baby?"""
"""Impossible photography | Erik Johansson"""
"""Jack Horner: Shape-shifting dinosaurs"""
"""Sheikha Al Mayassa: Globalizing the local, localizing the global"""
"""The moral dangers of non-lethal weapons | Stephen Coleman"""
"""Neil Burgess: How your brain tells you where you are"""
"""Danny Hillis: Back to the future (of 1994)"""
"""Erica Frenkel: The universal anesthesia machine"""
"""The happy secret to better work | Shawn Achor"""
"""Bill Doyle: Treating cancer with electric fields"""
"""Peter van Uhm: Why I chose a gun"""
"""Gayle Tzemach Lemmon: Women entrepreneurs, example not exception"""
"""Ariel Garten: Know thyself, with a brain scanner"""
"""Brian Goldman: Doctors make mistakes. Can we talk about that?"""
"""Diana Nyad: Extreme swimming with the world's most dangerous jellyfish"""
"""Lisa Harouni: A primer on 3D printing"""
"""Sheena Iyengar: How to make choosing easier"""
"""Defend our freedom to share (or why SOPA is a bad idea) | Clay Shirky"""
"""Mikko Hypponen: Three types of online attack"""
"""Atheism 2.0 | Alain de Botton"""
"""Sonaar Luthra: Meet the Water Canary"""
"""Morley sings ""Women of Hope"""""
"""Drew Berry: Animations of unseeable biology"""
"""Jonas Gahr Støre: In defense of dialogue"""
"""Award-winning teen-age science in action"""
"""Sebastian Wernicke: 1000 TEDTalks, 6 words"""
"""Paddy Ashdown: The global power shift"""
"""Jane Fonda: Life's third act"""
"""How healthy living nearly killed me | AJ Jacobs"""
"""Alberto Cairo: There are no scraps of men"""
"""Karen Tse: How to stop torture"""
"""Daniel Goldstein: The battle between your present and future self"""
"""Sheila Nirenberg: A prosthetic eye to treat blindness"""
"""The quest to understand consciousness | Antonio Damasio"""
"""Ramona Pierson: An unexpected place of healing"""
"""Homaro Cantu + Ben Roche: Cooking as alchemy"""
"""Pavan Sukhdev: Put a value on nature!"""
"""Quyen Nguyen: Color-coded surgery"""
"""Monika Bulaj: The hidden light of Afghanistan"""
"""Stefon Harris: There are no mistakes on the bandstand"""
"""Yoav Medan: Ultrasound surgery -- healing without cuts"""
"""Cheryl Hayashi: The magnificence of spider silk"""
"""Massive-scale online collaboration | Luis von Ahn"""
"""Kathryn Schulz: Don't regret regret"""
"""Charles Limb: Building the musical muscle"""
"""Annie Murphy Paul: What we learn before we're born"""
"""Damon Horowitz: Philosophy in prison"""
"""Chris Anderson: How YouTube is driving innovation"""
"""A garden in my apartment | Britta Riley"""
"""Joe Sabia: The technology of storytelling"""
"""Péter Fankhauser: Meet Rezero, the dancing ballbot"""
"""Phil Plait: How to defend Earth from asteroids"""
"""Robin Ince: Science versus wonder?"""
"""Cynthia Kenyon: Experiments that hint of longer lives"""
"""Fly with the Jetman | Yves Rossy"""
"""Conception to birth -- visualized | Alexander Tsiaras"""
"""The shared experience of absurdity | Charlie Todd"""
"""Allan Jones: A map of the brain"""
"""Ben Kacyra: Ancient wonders captured in 3D"""
"""Aparna Rao: High-tech art (with a sense of humor)"""
"""Martin Hanczyc: The line between life and not-life"""
"""Marco Tempest: The augmented reality of techno-magic"""
"""Daniel Wolpert: The real reason for brains"""
"""Anna Mracek Dietrich: A plane you can drive"""
"""Paul Zak: Trust, morality - and oxytocin"""
"""Hasan Elahi: FBI, here I am!"""
"""Béatrice Coron: Stories cut from paper"""
"""Jay Bradner: Open-source cancer research"""
"""Malcolm Gladwell: The strange tale of the Norden bombsight"""
"""How economic inequality harms societies | Richard Wilkinson"""
"""Nathalie Miebach: Art made of storms"""
"""Todd Kuiken: A prosthetic arm that ""feels"""""
"""Guy-Philippe Goldstein: How cyberattacks threaten real-world peace"""
"""Justin Hall-Tipping: Freeing energy from the grid"""
"""Bunker Roy: Learning from a barefoot movement"""
"""Jae Rhim Lee: My mushroom burial suit"""
"""How to spot a liar | Pamela Meyer"""
"""Ian Ritchie: The day I turned down Tim Berners-Lee"""
"""Richard Seymour: How beauty feels"""
"""Alison Gopnik: What do babies think?"""
"""Charles Hazlewood: Trusting the ensemble"""
"""Mike Biddle: We can recycle plastic"""
"""Less stuff, more happiness | Graham Hill"""
"""Christoph Adami: Finding life we can't imagine"""
"""Yang Lan: The generation that's remaking China"""
"""Danielle de Niese: A flirtatious aria"""
"""Ben Goldacre: Battling Bad Science"""
"""Jarreth Merz: Filming democracy in Ghana"""
"""Geoff Mulgan: A short intro to the Studio School"""
"""Sunni Brown: Doodlers, unite!"""
"""Abraham Verghese: A doctor's touch"""
"""Elizabeth Murchison: Fighting a contagious cancer"""
"""Amy Lockwood: Selling condoms in the Congo"""
"""What we learned from 5 million books"""
"""Niall Ferguson: The 6 killer apps of prosperity"""
"""Lauren Zalaznick: The conscience of television"""
"""Richard Resnick: Welcome to the genomic revolution"""
"""Kate Hartman: The art of wearable communication"""
"""Misha Glenny: Hire the hackers!"""
"""Yasheng Huang: Does democracy stifle economic growth?"""
"""Raghava KK: Shake up your story"""
"""Lee Cronin: Making matter come alive"""
"""Sarah Kaminsky: My father the forger"""
"""Edward Tenner: Unintended consequences"""
"""Joan Halifax: Compassion and the true meaning of empathy"""
"""Skylar Tibbits: Can we make things that make themselves?"""
"""Julia Bacha: Pay attention to nonviolence"""
"""Svante Pääbo: DNA clues to our inner neanderthal"""
"""Dan Ariely: Beware conflicts of interest"""
"""The magic of truth and lies (and iPods) | Marco Tempest"""
"""Lucianne Walkowicz: Finding planets around other stars"""
"""Jeremy Gilley: One day of peace"""
"""Dyan deNapoli: The great penguin rescue"""
"""Alex Steffen: The shareable future of cities"""
"""Eve Ensler: Suddenly, my body"""
"""The demise of guys? | Philip Zimbardo"""
"""Jessica Green: Are we filtering the wrong microbes?"""
"""Mark Pagel: How language transformed humanity"""
"""Wireless data from every light bulb | Harald Haas"""
"""Adam Ostrow: After your final status update"""
"""5 ways to listen better | Julian Treasure"""
"""Josette Sheeran: Ending hunger now"""
"""Paul Bloom: The origins of pleasure"""
"""Geoffrey West: The surprising math of cities and corporations"""
"""Rory Stewart: Time to end the war in Afghanistan"""
"""A robot that flies like a bird | Markus Fischer"""
"""How algorithms shape our world | Kevin Slavin"""
"""Thandie Newton: Embracing otherness, embracing myself"""
"""Mikko Hypponen: Fighting viruses, defending the net"""
"""Nadia Al-Sakkaf: See Yemen through my eyes"""
"""Tim Harford: Trial, error and the God complex"""
"""Maajid Nawaz: A global culture to fight extremism"""
"""Rebecca MacKinnon: Let's take back the Internet!"""
"""Nina Tandon: Caring for engineered tissue"""
"""Simon Lewis: Don't take consciousness for granted"""
"""Jonathan Drori: The beautiful tricks of flowers"""
"""Nathan Myhrvold: Cut your food in half"""
"""Try something new for 30 days | Matt Cutts"""
"""Robert Hammond: Building a park in the sky"""
"""Dave deBronkart: Meet e-Patient Dave"""
"""Rajesh Rao: Computing a Rosetta Stone for the Indus script"""
"""Emiliano Salinas: A civil response to violence"""
"""Joshua Walters: On being just crazy enough"""
"""Honor Harger: A history of the universe in sound"""
"""Jok Church: A circle of caring"""
"""Different ways of knowing | Daniel Tammet"""
"""Bill Ford: A future beyond traffic gridlock"""
"""Onyx Ashanti: This is beatjazz"""
"""Maya Beiser(s) and her cello(s)"""
"""Camille Seaman: Haunting photos of polar ice"""
"""Steve Keil: A manifesto for play, for Bulgaria and beyond"""
"""Shea Hembrey: How I became 100 artists"""
"""Daniel Kraft: Medicine's future? There's an app for that"""
"""JD Schramm: Break the silence for suicide survivors"""
"""Alice Dreger: Is anatomy destiny?"""
"""Paul Romer: The world's first charter city?"""
"""Janet Echelman: Taking imagination seriously"""
"""Building a dinosaur from a chicken | Jack Horner"""
"""Damon Horowitz calls for a ""moral operating system"""""
"""Jessi Arrington: Wearing nothing new"""
"""Aaron O'Connell: Making sense of a visible quantum object"""
"""Stefan Sagmeister: 7 rules for making more happiness"""
"""Dennis Hong: Making a car for blind drivers"""
"""Robert Gupta and Joshua Roman duet on ""Passacaglia"""""
"""Mustafa Akyol: Faith versus tradition in Islam"""
"""Shirin Neshat: Art in exile"""
"""Bruce Aylward: How we'll stop polio for good"""
"""Aaron Koblin: Artfully visualizing our humanity"""
"""How to tie your shoes | Terry Moore"""
"""Edith Widder: The weird and wonderful world of bioluminescence"""
"""Elliot Krane: The mystery of chronic pain"""
"""Thomas Heatherwick: Building the Seed Cathedral"""
"""Ed Boyden: A light switch for neurons"""
"""Leonard Susskind: My friend Richard Feynman"""
"""Amit Sood: Building a museum of museums on the web"""
"""The hidden power of smiling | Ron Gutman"""
"""Fiorenzo Omenetto: Silk, the ancient material of the future"""
"""Tales of ice-bound wonderlands | Paul Nicklen"""
"""Louie Schwartzberg: The hidden beauty of pollination"""
"""Sean Carroll: Distant time and the hint of a multiverse"""
"""Suzanne Lee: Grow your own clothes"""
"""Carlo Ratti: Architecture that senses and responds"""
"""9/11 healing: The mothers who found forgiveness, friendship"""
"""Beware online ""filter bubbles"" | Eli Pariser"""
"""Turning trash into toys for learning | Arvind Gupta"""
"""Mike Matas: A next-generation digital book"""
"""Angela Belcher: Using nature to grow batteries"""
"""Bruce Schneier: The security mirage"""
"""John Hunter: Teaching with the World Peace Game"""
"""Anil Ananthaswamy: What it takes to do extreme astrophysics"""
"""Harvey Fineberg: Are we ready for neo-evolution?"""
"""Jackson Browne: ""If I Could Be Anywhere"""""
"""On being wrong | Kathryn Schulz"""
"""3 things I learned while my plane crashed | Ric Elias"""
"""Sam Richards: A radical experiment in empathy"""
"""Susan Lim: Transplant cells, not organs"""
"""Marcin Jakubowski: Open-sourced blueprints for civilization"""
"""Roger Ebert: Remaking my voice"""
"""Dave Meslin: The antidote to apathy"""
"""The history of our world in 18 minutes | David Christian"""
"""Caroline Casey: Looking past limits"""
"""Mick Ebeling: The invention that unlocked a locked-in artist"""
"""Stanley McChrystal: Listen, learn ... then lead"""
"""Chade-Meng Tan: Everyday compassion at Google"""
"""Morgan Spurlock: The greatest TED Talk ever sold"""
"""Ai Weiwei detained. Here is his TED film"""
"""AnnMarie Thomas: Hands-on science with squishy circuits"""
"""A virtual choir 2,000 voices strong | Eric Whitacre"""
"""Google's driverless car | Sebastian Thrun"""
"""Patricia Ryan: Don't insist on English!"""
"""The genius puppetry behind War Horse | Handspring Puppet Company"""
"""Ralph Langner: Cracking Stuxnet, a 21st-century cyber weapon"""
"""Claron McFadden: Singing the primal mystery"""
"""Eythor Bender demos human exoskeletons"""
"""Paul Root Wolpe: It's time to question bio-engineering"""
"""Isabel Behncke: Evolution's gift of play, from bonobo apes to humans"""
"""The magic washing machine | Hans Rosling"""
"""If I should have a daughter ... | Sarah Kay"""
"""Rogier van der Heide: Why light needs darkness"""
"""Mark Bezos: A life lesson from a volunteer firefighter"""
"""Danny Hillis: Understanding cancer through proteomics"""
"""The Ahn Trio: A modern take on piano, violin, cello"""
"""Janna Levin: The sound the universe makes"""
"""David Brooks: The social animal"""
"""Rob Harmon: How the market can keep streams flowing"""
"""Deb Roy: The birth of a word"""
"""Let's use video to reinvent education | Salman Khan"""
"""Printing a human kidney | Anthony Atala"""
"""Courtney Martin: Reinventing feminism"""
"""Bill Gates: How state budgets are breaking US schools"""
"""Wael Ghonim: Inside the Egyptian revolution"""
"""Use art to turn the world inside out | JR"""
"""Wadah Khanfar: A historic moment in the Arab world"""
"""Elizabeth Lindsey: Curating humanity's heritage"""
"""Iain Hutchison: Saving faces"""
"""Noreena Hertz: How to use experts -- and when not to"""
"""Madeleine Albright: On being a woman and a diplomat"""
"""Lisa Gansky: The future of business is the ""mesh"""""
"""Jacqueline Novogratz: Inspiring a life of immersion"""
"""The linguistic genius of babies | Patricia Kuhl"""
"""Krista Tippett: Reconnecting with compassion"""
"""World champion whistler | Geert Chatrou"""
"""Michael Pawlyn: Using nature's genius in architecture"""
"""Mother and daughter doctor-heroes: Hawa Abdi + Deqo Mohamed"""
"""The Rise of Personal Robots | Cynthia Breazeal | TED Talks"""
"""Nigel Marsh: How to make work-life balance work"""
"""Are we born to run? | Christopher McDougall"""
"""Suheir Hammad: Poems of war, peace, women, power"""
"""Johanna Blakley: Social media and the end of gender"""
"""Dale Dougherty: We are makers"""
"""Kate Orff: Reviving New York's rivers -- with oysters!"""
"""Bruce Feiler: The council of dads"""
"""Liza Donnelly: Drawing upon humor for change"""
"""Thomas Goetz: It's time to redesign medical data"""
"""Understanding the rise of China | Martin Jacques"""
"""Heather Knight: Silicon-based comedy"""
"""Anders Ynnerman: Visualizing the medical data explosion"""
"""Van Jones: The economic injustice of plastic"""
"""Charity Tillemann-Dick: After a lung transplant, an aria"""
"""Naomi Klein: Addicted to risk"""
"""Ali Carr-Chellman: Gaming to re-engage boys in learning"""
"""Elizabeth Lesser: Take ""the Other"" to lunch"""
"""Thomas Thwaites: How I built a toaster -- from scratch"""
"""Amber Case: We are all cyborgs now"""
"""Jody Williams: A realistic vision for world peace"""
"""Neil Pasricha: The 3 A's of awesome"""
"""Deborah Rhodes: A tool that finds 3x more breast tumors, and why it's not available to you"""
"""Charles Limb: Your brain on improv"""
"""Lesley Hazleton: A ""tourist"" reads the Koran"""
"""How to succeed? Get more sleep | Arianna Huffington"""
"""Barry Schwartz: Using our practical wisdom"""
"""The power of vulnerability | Brené Brown"""
"""Majora Carter: 3 stories of local eco-entrepreneurship"""
"""Why we have too few women leaders | Sheryl Sandberg"""
"""Beverly + Dereck Joubert: Life lessons from big cats"""
"""Rachel Botsman: The case for collaborative consumption"""
"""Rufus Griscom and Alisa Volkman: It's time to explode 4 taboos of parenting"""
"""Diana Laufenberg: How to learn? From mistakes"""
"""Hanna Rosin: New data on the rise of women"""
"""Kiran Bedi: How I remade one of India's toughest prisons"""
"""A call to men | Tony Porter"""
"""Halla Tomasdottir: A feminine response to Iceland's financial crash"""
"""Arthur Potts Dawson: A vision for sustainable restaurants"""
"""Bart Weetjens: How I taught rats to sniff out land mines"""
"""The walk from ""no"" to ""yes"" | William Ury"""
"""Marcel Dicke: Why not eat insects?"""
"""Birke Baehr: What's wrong with our food system"""
"""Dan Phillips: Creative houses from reclaimed stuff"""
"""Why work doesn't happen at work | Jason Fried"""
"""Zainab Salbi: Women, wartime and the dream of peace"""
"""Kim Gorgens: Protecting the brain against concussion"""
"""Kristina Gjerde: Making law on the high seas"""
"""John Hardy: My green school dream"""
"""Shimon Schocken's rides of hope"""
"""A Darwinian theory of beauty | Denis Dutton"""
"""Conrad Wolfram: Teaching kids real math with computers"""
"""Eric Berlow: Simplifying complexity"""
"""Auret van Heerden: Making global labor fair"""
"""Aaron Huey: America's native prisoners of war"""
"""Stefan Wolff: The path to ending ethnic conflicts"""
"""Emily Pilloton: Teaching design for change"""
"""Andrew Bird's one-man orchestra of the imagination"""
"""Gero Miesenboeck reengineers a brain"""
"""Greg Stone: Saving the ocean one island at a time"""
"""David Bismark: E-voting without fraud"""
"""Tom Chatfield: 7 ways video games engage the brain"""
"""Miwa Matrayek's glorious visions"""
"""Shimon Steinberg: Natural pest control ... using bugs!"""
"""Barton Seaver: Sustainable seafood? Let's get smart"""
"""R.A. Mashelkar: Breakthrough designs for ultra-low-cost products"""
"""Joseph Nye on global power shifts"""
"""David Byrne sings ""(Nothing But) Flowers"""""
"""Patrick Chappatte: The power of cartoons"""
"""Dianna Cohen: Tough truths about plastic pollution"""
"""Heribert Watzke: The brain in your gut"""
"""Jessica Jackley: Poverty, money -- and love"""
"""Ze Frank's web playroom"""
"""Natalie Jeremijenko: Let's teach fish to text! and other outlandish ideas"""
"""Peter Haas: Haiti's disaster of engineering"""
"""Melinda French Gates: What nonprofits can learn from Coca-Cola"""
"""Stefano Mancuso: The roots of plant intelligence"""
"""Stacey Kramer: The best gift I ever survived"""
"""Hans Rosling: The good news of the decade?"""
"""Barbara Block: Tagging tuna in the deep ocean"""
"""Tim Jackson: An economic reality check"""
"""Eben Bayer: Are mushrooms the new plastic?"""
"""Mechai Viravaidya: How Mr. Condom made Thailand a better place"""
"""Inge Missmahl brings peace to the minds of Afghanistan"""
"""Sebastian Seung: I am my connectome"""
"""Gary Wolf: The quantified self"""
"""Julian Treasure: Shh! Sound health in 8 steps"""
"""Fabian Hemmert: The shape-shifting future of the mobile phone"""
"""Mitchell Besser: Mothers helping mothers fight HIV"""
"""Annie Lennox: Why I am an HIV/AIDS activist"""
"""Where good ideas come from | Steven Johnson"""
"""Christien Meindertsma: How pig parts make the world turn"""
"""Caroline Phillips: Hurdy-gurdy for beginners"""
"""Nicholas Christakis: How social networks predict epidemics"""
"""Jessa Gamble: Our natural sleep cycle"""
"""Chris Anderson: How YouTube is driving innovation"""
"""Rob Dunbar: The threat of ocean acidification"""
"""Ben Cameron: The true power of the performing arts"""
"""Carne Ross: An independent diplomat"""
"""Alwar Balasubramaniam: Art of substance and absence"""
"""New experiments in self-teaching | Sugata Mitra"""
"""Rachel Sussman: The world's oldest living things"""
"""Keep your goals to yourself | Derek Sivers"""
"""His Holiness the Karmapa: The technology of the heart"""
"""Johan Rockstrom: Let the environment guide our development"""
"""Nic Marks: The Happy Planet Index"""
"""Dan Cobley: What physics taught me about marketing"""
"""Lisa Margonelli: The political chemistry of oil"""
"""Jim Toomey: Learning from Sherman the shark"""
"""Lee Hotz: Inside an Antarctic time machine"""
"""The beauty of data visualization | David McCandless"""
"""Seth Priebatsch: Building the game layer on top of the world"""
"""Did you hear the one about the Iranian-American? | Maz Jobrani"""
"""Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour"""
"""Peter Molyneux demos Milo, the virtual boy"""
"""Sheryl WuDunn: Our century's greatest injustice"""
"""Jason Clay: How big brands can help save biodiversity"""
"""Lewis Pugh's mind-shifting Mt. Everest swim"""
"""Laurie Santos: How monkeys mirror human irrationality"""
"""John Delaney: Wiring an interactive ocean"""
"""Sheena Iyengar: The art of choosing"""
"""Kevin Stone: The bio-future of joint replacement"""
"""A headset that reads your brainwaves | Tan Le"""
"""Dimitar Sasselov: How we found hundreds of Earth-like planets"""
"""Naif Al-Mutawa: Superheroes inspired by Islam"""
"""Julian Assange: Why the world needs WikiLeaks"""
"""Elif Shafak: The politics of fiction"""
"""Ethan Zuckerman: How to listen to global voices"""
"""When ideas have sex | Matt Ridley"""
"""Carl Safina: The oil spill's unseen culprits, victims"""
"""Hans Rosling: Global population growth, box by box"""
"""Nalini Nadkarni: Life science in prison"""
"""Ellen Gustafson: Obesity + hunger = 1 global food issue"""
"""Benoit Mandelbrot: Fractals and the art of roughness"""
"""Mitchell Joachim: Don't build your home, grow it!"""
"""Carter Emmart demos a 3D atlas of the universe"""
"""Stephen Palumbi: Following the mercury trail"""
"""Clay Shirky: How cognitive surplus will change the world"""
"""Ellen Dunham-Jones: Retrofitting suburbia"""
"""Hillel Cooperman: Legos for grownups"""
"""Aditi Shankardass: A second opinion on learning disorders"""
"""Charles Leadbeater: Education innovation in the slums"""
"""Marian Bantjes: Intricate beauty by design"""
"""Chip Conley: Measuring what makes life worthwhile"""
"""Ananda Shankar Jayant fights cancer with dance"""
"""Cameron Herold: Let's raise kids to be entrepreneurs"""
"""Peter Tyack: The intriguing sound of marine mammals"""
"""Margaret Stewart: How YouTube thinks about copyright"""
"""The pattern behind self-deception | Michael Shermer"""
"""How architecture helped music evolve | David Byrne"""
"""Debate: Does the world need nuclear energy?"""
"""Rory Sutherland: Sweat the small stuff"""
"""John Kasaona: How poachers became caretakers"""
"""Michael Sandel: The lost art of democratic debate"""
"""Adam Sadowsky engineers a viral music video"""
"""Why we need the explorers | Brian Cox"""
"""The case for anonymity online | Christopher ""moot"" Poole"""
"""Brian Skerry reveals ocean's glory -- and horror"""
"""Pointing to the future of UI | John Underkoffler"""
"""Lawrence Lessig: Re-examining the remix"""
"""Sophie Hunger plays songs of secrets, city lights"""
"""Seth Berkley: HIV and flu -- the vaccine strategy"""
"""Sharmeen Obaid Chinoy: Inside a school for suicide bombers"""
"""Johanna Blakely: Lessons from fashion's free culture"""
"""Bring on the learning revolution! | Sir Ken Robinson"""
"""Craig Venter unveils ""synthetic life"""""
"""Richard Sears: Planning for the end of oil"""
"""Dee Boersma: Pay attention to penguins"""
"""Graham Hill: Why I'm a weekday vegetarian"""
"""Can we eat to starve cancer? | William Li"""
"""Julia Sweeney has ""The Talk"""""
"""Math class needs a makeover | Dan Meyer"""
"""Enric Sala: Glimpses of a pristine ocean"""
"""Nathan Myhrvold: Could this laser zap malaria?"""
"""Nicholas Christakis: The hidden influence of social networks"""
"""Eddi Reader sings ""Kiteflyer's Hill"""""
"""Thomas Dolby: ""Love Is a Loaded Pistol"""""
"""Anil Gupta: India's hidden hotbeds of invention"""
"""Jeremy Jackson: How we wrecked the ocean"""
"""How great leaders inspire action | Simon Sinek"""
"""Esther Duflo: Social experiments to fight poverty"""
